text_a,Target,label
HillaryClinton Pretty sure you reply going to lose out on a lot of hypocritical Christian votes by pretending to care about LGBT,Hillary Clinton,0
"Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap",Hillary Clinton,1
Let is shatter the glass ceiling! GerryConnolly VAdems,Hillary Clinton,1
JerseyKidPicks thank you sir. It is an honor to hear it. USA for life. Spread this for me. RememberBenghazi2016,Hillary Clinton,1
"Let is make Secretary Clinton, President Clinton AGMarkHerring vademocrats",Hillary Clinton,2
I think I will take JebBush over BobbyJindal now .. and that is scary to say. badchristianvalues,Hillary Clinton,1
kimkennedy4 thats why they still have no voting rights.,Hillary Clinton,1
LaneLewis Thanks for the follow! TheHRCSuperVols for,Hillary Clinton,1
Sen. Kaine D VA on SCOTUSMarriage What a great victory!,Hillary Clinton,1
"I am having a really tough time seeing any leaders running for POTUS, quess I will have to wait and see what happens.",Hillary Clinton,1
Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $ 2700. 00! EqualityForAll PJNET CCOT,Hillary Clinton,0
"You reply a idiot if you vote for Hillary, her and Obama are The Epitome of what is wrong with this country Benghazi",Hillary Clinton,0
"Despite today is ruling, our struggle to end LGBT discrimination is also far from finished HillaryClinton VirginiaJJ",Hillary Clinton,2
"Jeanelynn Thank you so much for the follow and the favorite, Jeane !!! Gods best to you! WakeUpAmerica",Hillary Clinton,1
My mom just told me she and my aunt want to volunteer on HillaryClinton is campaign! I support it!,Hillary Clinton,2
Let is bring prosperity to the line workers & to the kindergarten teachers !!! amyklobuchar inspiredbyhillary,Hillary Clinton,2
"You cant fix stupid, might not be able to vote them out either.",Hillary Clinton,1
If I get killed. Thank realDonaldTrump. I was tweeting mad crap about him. I denial of normal t take it back.,Hillary Clinton,1
Amazing turnout TheCenterLV. Emotional crowd. RT if agree love wins. FellowsNV,Hillary Clinton,1
megynkelly anytime a liberal throws around words like truth is or reality is you know they reply about to LIE!,Hillary Clinton,1
BuffaloBill71 AramisFraino pamnsc Thank you so much for FAVs and Real-time strategy !!! WakeUpAmerica,Hillary Clinton,1
therealjenappel Instant Message HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF mypresident,Hillary Clinton,1
realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can you say Lier pants on fire? morningjoe unitedblue,Hillary Clinton,1
SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY AmericaDeadBrokeSAVE THE DOLLAR NOW,Hillary Clinton,1
AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the you. is. dollar as the world is new global currency.,Hillary Clinton,1
HRCSnowShovel it must be hard work burying the HillaryClinton anti LGBT rights record LoveWins FeelTheBern,Hillary Clinton,0
HillaryClinton We have all been waiting for your rainbow striped pantsuit fashionista LoveWins,Hillary Clinton,2
JebBush you are set to lose if your campaign is based on critics instead of proposing bushfail,Hillary Clinton,1
I always joke about anything political because if I were serious I d end up offending people and not realize it.,Hillary Clinton,1
My dad told me he is voting for Hillary. I am so proud. laughing out loud,Hillary Clinton,2
dedicated_to_it i think the main problem is having your foot in your mouth in the first place.,Hillary Clinton,1
Well Strung is what should happened the next time these Hillary loving ass douches encounter some trees. RedEye,Hillary Clinton,0
I am just full of myself tonight tofunny funny funnier hilarious HilaryDuff QuotesOfTheDay quotestoliveby quotes,Hillary Clinton,1
If I ever meet Hillary Clinton I will have died and then come back to life b / see I will be so happy idol,Hillary Clinton,2
"ARForHillary HillaryClinton HillaryIn2016 So proud of you! Soon, we will show who we really are. Keep up the good work!",Hillary Clinton,2
HillaryClinton I d ask HillaryClinton to stop lying about Benghazi & ClintonFoundation ties to terrorist muslim ISIS.,Hillary Clinton,0
HillaryClinton You Flip / Flopped on the Gay marriage issue must be more votes available with your current view?,Hillary Clinton,0
"HillaryClinton More lies and hypocrisy. As senator of NY, you clearly said you were opposed to gay marriage.",Hillary Clinton,0
HillaryClinton You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before.,Hillary Clinton,0
LaureneDiCillo NBCNews dl34l And why are major media outlets not exposing Hillary is blatant flip flopping on this issue.,Hillary Clinton,0
WHO is READY FOR A DAY OF ACTION ?! I know I am! FellowsSC,Hillary Clinton,1
DRUDGE_REPORT We haven t even had the elections yet.,Hillary Clinton,1
"96 commit cards collected for Hillary in Greenville, SC so far! FellowsSC",Hillary Clinton,2
"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11 3",Hillary Clinton,2
Save an intern .... Keep Bill & Hillary out of the White House.,Hillary Clinton,0
HillaryClinton Where are the LGBT pride condoms BillClinton used when he assaulted MonicaLewinsky? HillaryClinton tlot,Hillary Clinton,0
Fox News predicting 3 way marriage gee we have the Mormons for that! morningjoe unitedblue,Hillary Clinton,1
philadper2014 LouiseKatina Hillary is New Campaign slogan is HILLARY NOTHING TO HIDE BUT THE TRUTH! tcot WakeUpAmerica,Hillary Clinton,0
Madam President Clinton you have all the gays vote. jarrid,Hillary Clinton,2
debaterlife took me a minute to realize where this came from,Hillary Clinton,1
gerfingerpoken jjauthor one can only hope,Hillary Clinton,1
ReCorwin She didn t even answer with a complete sentence laughing out loud. Legend,Hillary Clinton,1
"Gay marriage is a minor setback for Fox News. Tune in for a full collapse on November 8, 2016. Lots of tears and broken hearts.",Hillary Clinton,1
HillaryClinton So what is your goal for setting up victims for BillClinton to assault? HillaryClinton ChelseasMom tlot,Hillary Clinton,0
Thanks Chefs4Hillary for amazing noms for canvassing FITN,Hillary Clinton,2
LindaSuhler and the sheeple will still vote for her,Hillary Clinton,0
"One of Hillary Clinton is biggest idols is Margaret Sanger, who called for the extermination of colored people.",Hillary Clinton,0
foxnation That should have been done BEFORE she got rid of it !!! NoHillary2016,Hillary Clinton,0
GREG61032 CarmineZozzora Ash_Bell__ perfect definition of JIBBERISH UniteBlue,Hillary Clinton,1
"I need JamesCarville & HillaryClinton to stop emailing me. I love you, but I need my space. stillvotingforyou",Hillary Clinton,2
times this will cost them the 2016 election.,Hillary Clinton,1
"HillaryClinton Next up for legalization Your pet goat, or your pedophile neighbor dating the 9 year old next door ..",Hillary Clinton,0
HillaryClinton Will pervert BillClinton be there if winner is teen girl? HillaryClinton Democrats liberals tlot GOP,Hillary Clinton,0
When you favorite supports the wrong candidate ladygaga Bernie2016,Hillary Clinton,1
"koolkat14215 ha, I LOVE your header!",Hillary Clinton,1
"I hate Hillary Clinton and Obama, please go die together thrown into the ocean get ripped into prices by sharks.",Hillary Clinton,0
Raging_D_RTR CrimsonHotMess I am for CHANGE and EQUALITY,Hillary Clinton,1
. Theblacksphere Hillary took a HypocriticalOath with a vow to do harm to all that cross her. Are you ReadyForHillary GOP2016,Hillary Clinton,0
lbush34 HillaryClinton just defending my girl Hillary!,Hillary Clinton,2
larryelder The more Republicans talk about social policy the better .... for,Hillary Clinton,1
The only Intelligent Choice for USA is Hillary Clinton .... You can not afford to stay HOME ... you must VOTE and VOTE UniteBlue,Hillary Clinton,2
"fuzislippers KLSouth gdebenedetti Yeah, she is a real forward thinker! laughing out loud MakeAmericaGreatAgain WhyImNotVotingForHillary",Hillary Clinton,0
LibtardLimbaugh Mex38Tex NRO Thanks so much for this article!,Hillary Clinton,1
I got it! I got it! A Hillary accomplishment! She is managed to stay out of prison despite a 30 year crime spree. tcot ocra,Hillary Clinton,0
JebBush Here are my thoughts on the ruling keep your archaic non science based beliefs out of the laws of our secular nation,Hillary Clinton,1
"Reince Facts confirm what we knew. Used server to prevent e mails from becoming public records. Like Obama, no transparency.",Hillary Clinton,0
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins! LoveWins MikeHuckabee Rubio2016,Hillary Clinton,2
Hillary Clinton might end up having my vote. She is been tackling so many issues that America needs to face.,Hillary Clinton,2
Apple and Walmart = MADE IN CHINA Why does our country continue to sell us out to China in every way possible? AppleMusic,Hillary Clinton,1
if Hillary wins the election there is a chance we might move to Australia. HILLARY4PRES,Hillary Clinton,0
ghostseven77 WE HAVE A person who diliberately stirs up trouble! morningjoe unitedblue,Hillary Clinton,1
penis Morris HillaryClinton is fundamentally corrupt. He should know! copolitics wcs15,Hillary Clinton,0
WestonMartinez crazytas62 Cruz needs to autograph bomb,Hillary Clinton,1
"CidEloisa DiggingLamb Thank you so much for Real-time strategy and FAVs, Eloisa and Thomas !!! WakeUpAmerica",Hillary Clinton,1
My how times have changed MartinOMalley has focused his attacks on BernieSanders not HillaryClinton,Hillary Clinton,1
moser_kristen I love how you pay more attention to the democratic candidate than you own republican candidates KnowTheEnemy,Hillary Clinton,1
& I bet that HillaryClinton is thee best choice for President in 2016she is the next best one for the people Vote,Hillary Clinton,2
Can t wait to get my YaaasHillary shirt! HillaryClinton,Hillary Clinton,2
realDonaldTrump WhoopiGoldberg Univision VoteForHillary HillaryClinton isn t racist. A leader who demands EqualityForAll,Hillary Clinton,2
dhz26 I love a good sale. Money well spent. 2 birds with 1stone. LoveWins,Hillary Clinton,1
H stands for Holding Back e mails belonging to WeThePeople obstructingjustice WakeUpAmerica HillaryLiesMatter UniteBIue,Hillary Clinton,0
"Bernie or Hillary? Prefer Bernie but Hillary fine. Either way, dem got to stand together in 2016. FeeltheBern",Hillary Clinton,2
"HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on television, that is bad laughing out loud",Hillary Clinton,0
WNTonight i love bernie because he ain t,Hillary Clinton,1
"Night, sleep tight, denial of normal t let Hillary bite. says Tony_Tickets Nightmares is all I say.",Hillary Clinton,0
foxandfriends How could we support it if it was secret ??? NoHillary2016,Hillary Clinton,0
"Why is HRC so popular? This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.",Hillary Clinton,0
2016 is going to be a great year. Rush Limbaugh is contract is over and he will be dropped by so many. Liberal victory stoprush,Hillary Clinton,1
HillaryClinton are you desperate or what? 3rd Hillary tweet on my timeline today. NOT going to vote 4 you!,Hillary Clinton,0
awj9009 not at all I think the statute of limitations has expired plus I can always have a driver ala,Hillary Clinton,1
Never vote for RickSantorum for the survival of our country LoveWins,Hillary Clinton,1
voxdotcom wgn WGNTV now mentions ROMNEY? Hillary CARE = ROMNEY CARE = Obamacare now PUBLIC OPTION for ALL,Hillary Clinton,1
BDabs888 let is go shoot your now today.,Hillary Clinton,1
"I guarantee Hillary could care less about black rights. If Obama did, blacks would t be in the same predicament still.",Hillary Clinton,0
"Hillary LIES, yet people still desire her as the President of the United States. sad",Hillary Clinton,0
17leete17 hahaha. He is some kind of special .. this is why Hillary is going to win! Hahaha.,Hillary Clinton,2
realDonaldTrump MalachiNorris laughing out loud !!!! That is one of the funniest things I have heard in a while !!!!,Hillary Clinton,1
Remember back when CrackerBarrel gave in 2 PoliticalCorrectness over DuckDynasty? Wakeup NASCAR before it is to late tcot,Hillary Clinton,1
Will the media ever get real with Hillary? 2016 Benghazi Clinton,Hillary Clinton,0
"Last week = Life Obamacare, gay marriage Today = Death air pollution, lethal injection Elections matter, why all. SCOTUS",Hillary Clinton,1
Do you know what would REALLY PISS. HillaryClinton OFF?. VP. JoeBiden runs against her. laughing my a** off! WakeUpAmerica No longer is,Hillary Clinton,0
Is there a Govt restart button? Someone needs to push that thing. RememberBenghazi2016 PatriotsWillRise,Hillary Clinton,1
"Bad punning gets worse, not better, over time. Remember that, America",Hillary Clinton,1
"Putin, the last thing the US needs right now is another Clinton or Bush in the White house. We reply a dynasty now? Jeb2016",Hillary Clinton,0
Hillary is New Campaign slogan is HILLARY NOTHING TO HIDE BUT THE TRUTH! tcot WakeUpAmerica,Hillary Clinton,0
GOP Of course HillaryClinton is silent. That insures she does t have 2 stand 4 ANYTHING & less chance of offending voters,Hillary Clinton,0
denial of normal t you someday want to see a well qualified candidate by the president of the United States? ReflectingHillary,Hillary Clinton,2
"It is Monday night, do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join! HillaryforSC",Hillary Clinton,2
Casually hanging with HillaryClinton on a conference call while taking a break at ACUHOI.,Hillary Clinton,2
Our Queen City is currently infested with / out of state plate Priuses driven by millennials with / Hillary bumper stickers. MHT,Hillary Clinton,0
Gwen being a good leader and training a new volunteer in rock hill .! FellowsSC HillaryForSC,Hillary Clinton,2
DemocRAT2014Slogans Why work? When you can VOTE DemocRAT twice! tcot,Hillary Clinton,0
HillaryClinton Yes I can and will.,Hillary Clinton,2
HillaryClinton Yes! I am chipping in 5 $ because we have faith in you.,Hillary Clinton,2
AndreaTantaros 3coffeesplez what the f**k? This just keeps getting crazier!,Hillary Clinton,1
"Apparently, BernieSanders fans denial of normal t like to see Hillary is name even implied. SheWhoShallNotBeNamedBecauseShesWinning",Hillary Clinton,2
Fantastic Emmet County them meeting tonight in Estherville. Glad to meet some HillaryClinton supporters!,Hillary Clinton,2
"Gay Rights are Human Rights, and Human Rights are GayRights HillaryClinton HillaryForAmerica",Hillary Clinton,2
I think it is funny people think Bernie can take on Hillary and Bill,Hillary Clinton,2
As much as BernieSanders is poll numbers have jumped I still have Hillary winning the them. nomination.,Hillary Clinton,2
PhilGlutting megadreamin Thank you so much for RT and favorite !!! WakeUpAmerica Rubio2016 Cruz2016,Hillary Clinton,0
marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! TeamMarco NewAmericanCentury,Hillary Clinton,0
Just think how many emails Hillary Clinton can delete with today is leapsecond,Hillary Clinton,0
The kind of Gov that Liberals promise you can only be achieved and sustained with a Conservative Government. HeatWave tcot,Hillary Clinton,0
TIMENOUT Is there anything about the clinton that is not fraudulent?,Hillary Clinton,0
HillaryClinton > since trickle down economics has failed when was the last time a poor person created jobs?,Hillary Clinton,0
petefrt That woman is so corrupt she can t even have a truthful thought.,Hillary Clinton,0
It is official. Every single GOP member is now a candidate for POTUS. Who needs leadership when you have a soapbox?,Hillary Clinton,0
So glad ChrisChristie has announced his candidacy fits right in with all the other qualifies republicans on the list.,Hillary Clinton,0
"Hillary claims to be a champion of the middle class, but RandPaul tax plan cuts the FICA tax, benefiting the middle class.",Hillary Clinton,0
It is offensive when the mexican flag flies on US soil. California state capital. Lovewins univision foxnews DonaldTrump,Hillary Clinton,0
Can anyone name the jobs HillaryClinton has been responsible for creating .. Even her security is an entitlement ...,Hillary Clinton,0
"LeahR77 DrMartyFox > With continued Obama is & TheDemocrats administrator policymaking, USA will become Greece! WakeUpAmerica Nice job",Hillary Clinton,0
johnpodesta HillaryClinton awesome every true chef needs this .. Go Hillary,Hillary Clinton,0
CorrectRecord is quite obsessed with emails and transparency. Why did Hillary Clinton destroy her emails? clintonemail,Hillary Clinton,0
Logan_RTW I agree with her previous stance and I am sure she still believes in what was said before.,Hillary Clinton,0
HillaryClinton Hahahaha how much are you going to charge them !!!! NoHillary2016,Hillary Clinton,0
AskBobby Do you think HillaryClinton has turned over all of those emails on her private server she destroyed!,Hillary Clinton,0
FoxNews we just have to hang in there long enough that this idiot does t completely destroy the country,Hillary Clinton,0
AskBobby would you blame an obscure film maker for the death of USAmbassador in Benghazi like,Hillary Clinton,0
I feel confident that HillaryClinton will win in 2016.,Hillary Clinton,0
"asphaultangel13 Afterall, they reply just a poor black family trying to pay the bills! crousselle WhyImNotVotingForHillary TCOT",Hillary Clinton,0
Great day in Emmetsburg meeting with HillaryClinton supporters and learning more about important issues in Palo Alto county,Hillary Clinton,0
"Is a Eric Holder making 7 figures in the financial industry he protected from prosecution, yet? Why do Libs love 1 ers?",Hillary Clinton,0
Fashion News Hillary has a new clothing line coming out called Flip Flops are US tcot Benghazi,Hillary Clinton,0
Jami_USA I am just hoping we denial of normal t have to resurrect the no hate for Hillary is second term.,Hillary Clinton,0
you Missouri at KC got Chelsea cause hills cost too much. Chels could arrive with / mom no extra charge. HillaryClinton,Hillary Clinton,0
GovChristie can t even run Nice job and wants to be president? I d vote for him before HillaryClinton,Hillary Clinton,0
"RT HillaryHaikus Ready because one day girls will say I want to be President, too. ReadyForHillary haiku",Hillary Clinton,0
PhxKen Shocked she didn t burst into angry comments! WakeUpAmerica makeAmericaGreatAgain,Hillary Clinton,0
so AdamParkhomenko met oliviawilde. there aren t enough words to describe my envy ha,Hillary Clinton,0
robin45208 C4Constitution Thank you so much for Real-time strategy !!! WakeUpAmerica,Hillary Clinton,0
Republican donors have numerous candidates to put their money on. dem basically have one. We reply going to get killed financially.,Hillary Clinton,0
Can DavidCornDC help Cuckold Conservatives win in 2016! More cuckoldry please! Christie2016 DonaldTrump UniteBlue p2,Hillary Clinton,0
Chris Christie for President? HAHAHAHAHA! I denial of normal t think so! HillaryClinton Clinton Hilary,Hillary Clinton,0
megynkelly Hahahaha combed through emails !!! Bunch of scumbags !!! NoHillary2016,Hillary Clinton,0
Loved talking with Yvette today about education and women is voices in politics. Can t wait to see her on caucus day! FellowsIA,Hillary Clinton,0
BENGHAZI WAIT DID I SAY THANK GOD? VOTERS? sorry !! MT !! I MEANT THANK GOODNESS! NO OFFENSE INTENDED! tcot,Hillary Clinton,0
pikester45 Exactly what I denial of normal t want to see happen in America.,Hillary Clinton,0
"Lawrence TheLastWord There is no enthusiasm gap, Mr. Lawrence! TheHRCSuperVols JW4Hillary kimfrederi Hillarymen",Hillary Clinton,0
HlLLARY ToniforAsm Hillary for Prez = Obama is third term and that is the last thing we need !!,Hillary Clinton,0
businessinsider One thing that is painful is the mindless minutiae her strap hanging cling ons force her to endure. human,Hillary Clinton,0
The guy in the multicolored shirt looks chi as fuck.,Hillary Clinton,0
Insurgent. What will happen if Hillary becomes dictator in chief.,Hillary Clinton,0
How can we expect you to make good financial decisions for the US if you can t manage your own multimillion $ salary so your not broke,Hillary Clinton,0
"liars_never_win HillaryClinton shhh, go get me an iced tea .....",Hillary Clinton,0
FoxNews GovChristie HillaryClinton Actually she should be disqualified from running! How many scams and ethics problems now?,Hillary Clinton,0
Christie2016 you can t claim Bridgegate was t your fault when you were the man behind the wheel. GOP TeaParty TCOT them,Hillary Clinton,0
Debber66 andersonDrLJA She will be a CenterHitler.,Hillary Clinton,0
"HillaryforNV MissLynnetteH 2 hours left, let is chip in $ 5, Nevada! raisethenewPOTUS",Hillary Clinton,0
How anyone can believe a single word that comes out of that woman is mouth is beyond me ...,Hillary Clinton,0
RT Waitingforahero 2nd tweet POTUS2016 candidates guncontrol Read article esp JebBush make GunViolence worse & GunSen ...,Hillary Clinton,0
HillaryIn2016 hey I just checked your web log. Kudos! Keep it up!,Hillary Clinton,0
"The owner of Univisin, donated as much as $ 25 million to the Clinton Foundation, his wife sits on its board Univision Trump",Hillary Clinton,0
Hillary had just enough time to doctor her email inbox to her advantage before releasing them .... hahaha justkidding,Hillary Clinton,0
". davelevinthal Operating a shredder, now hillaryclinton is WAY more adept at using THAT! WakeUpAmerica TCOT OhHillNO!",Hillary Clinton,0
"theblaze gee, what a busy schedule she had.",Hillary Clinton,0
So you reply used to the AP calling for your approval before running a story davidaxelrod? LikeHillary HillaryEmails,Hillary Clinton,0
"White, middle aged men did a pretty good job leading this Country for 230 years. Racist? Sexist? No, I am a realist.",Hillary Clinton,0
It is more than mistakes ... with HillaryClinton lying and cover ups are a way of life. NormanSie n2toom tcot uniteblue,Hillary Clinton,0
Hillary can t use a fucking fax machine but you idiots are going to vote for her to be President?,Hillary Clinton,0
gerfingerpoken2 hillary is most likely a felon many times over but has been protected by the political class.,Hillary Clinton,0
HillaryClinton you have my support. Now lets see how many people follow me. 2016election,Hillary Clinton,0
Hillary is still very weak among grassroots as shown by how strong BernieSanders got how fast on how little. AaronBlakeWP,Hillary Clinton,0
"Now that Hillary is raising money like an incumbent president, can we stop pretending that she won t be the nominee?",Hillary Clinton,0
"All Americans have value to our society, it is called a vote. LiberalLogic InternationalJokeDay",Hillary Clinton,0
Free market capitalism is America is best friend because of constant pressure to innovate & use resources efficiently.,Hillary Clinton,0
Thank you for your kind Real-time strategy and FAVs pamnsc !!! WakeUpAmerica todosmarchamos Cuba,Hillary Clinton,0
Hillary is campaign raised $ 45 million 91 of all donations were $ 100 or less This is a record. Beating Obama is record in 11,Hillary Clinton,0
Win with the Blacks. Put some of your focus on the racial tension between Blacks and Whites.,Hillary Clinton,0
. NewtGingrich on HillaryClinton She is very formidable ... she is a very competent person.,Hillary Clinton,0
WashTimes BretBaier Why is there no outrage about all the smoke & mirrors with / this candidate? Are you hiding Hill! SpillHill,Hillary Clinton,0
I am really excited for 2016 after finding out the amount HillaryClinton raised. We got this.,Hillary Clinton,0
docdebags awelab1956 BuzzFeedAndrew BuzzFeedNews It will. Otherwise we reply guaranteed GOP in control of all 3 branches.,Hillary Clinton,0
. DavidLimbaugh agree put it back .. But I have a feeling it won t go away .. It will keep coming back!,Hillary Clinton,0
of lear jets and fax machines ... laughing out loud HillaryClinton woman of the people HA! BestTheyveGot SlushFund UraniumDeal SniperFire,Hillary Clinton,0
. FoxNews brithume okay .. So where are these emails coming from? Didnt HillaryClinton already say the server was erased? LIES,Hillary Clinton,0
I dreamt about Hilary Clinton last night. Does this mean her plans to control us and take over the world are coming true?,Hillary Clinton,0
CoachDLG515 Retired36 I am glad that you will now slice all round.,Hillary Clinton,0
Obama administration lies again .. Knew of HillaryEmails being private .. transparency ????,Hillary Clinton,0
"Dude, why can t Hillary run a fax machine?",Hillary Clinton,0
jimlibertarian peddoc63 Callisto1947 MaydnUSA c5hardtop1999 surfermom77 SMolloyDVM That is right!,Hillary Clinton,0
If a man demanded staff to get him an ice tea he d be called a sexists elitist pig .. Oh I Never Knew Oh I Never Knew Hillary,Hillary Clinton,0
HillaryClinton will be the nominee for the Democratic Party. Period. And she is going to win the Presidency too. SorryBernie,Hillary Clinton,0
RNRNewYork in her Emails HillaryClinton said there were a couple of Facebooks on her TotalIncompetence RedNationRising,Hillary Clinton,0
"DrMartyFox BossHoggUSMC JohnFromCranber seanhannity SheriffClarke Fine, they can leave USA & never come back. OiP Cruz2016",Hillary Clinton,0
"My birthday is on July 24th, if anyone needs a gift idea ChillaryClinton",Hillary Clinton,0
LOOKING FORWARD TO CUBA EXPANDING MAJOR EXPORTS OF PICK UP TRUCKS CONVERTED INTO RAFTS !! SO EXCITING! tcot,Hillary Clinton,0
POTUS I want you to President for a 3rd term !!! Please make it happen laughing out loud! I am fine with,Hillary Clinton,0
AskPOTUS Would you fire the GOP congress for not doing their job if you could? GOPFail,Hillary Clinton,0
jhewitt1280 SpeakerBoehner HouseBenghazi TGowdySC What her emails? They released the rest all very boring.,Hillary Clinton,0
hey transparent HillaryClinton so ... who is Santa? LibHack Pay2Play Corruptocrat tcot Benghazi VinceFoster Monica,Hillary Clinton,0
"Take it easy Ed, BernieSanders is a side show. Democrats are having some fun before getting back to reality in Nov 2016.",Hillary Clinton,0
The cool Aid drinking leftanistas continue to close ranks with support for Madame Secretary. what the f**k? Hillary is a fraud full of lies.,Hillary Clinton,0
"Trump is inauguration speech God Forbid !!..... Me me me me China me me, did i mention me yet !?.. where is my hairspray China",Hillary Clinton,0
KCA VoteJKT48ID RfWheels3015 davidjones720 rratkinson Right I mean what the heck is an ArabDonorGroup ?? HillaryEmails D ...,Hillary Clinton,0
HillaryClinton is opening 10 more offices in Iowa this week. She is not playing around! iacaucus,Hillary Clinton,0
Obama give Americans OVERTIME Pay! Republicans give Americans Welfare Checks! tcot UniteBlue,Hillary Clinton,0
"Make sure to make it to the Brew House in Pella, IA tomorrow 3 to meet with HillaryClinton supporters!",Hillary Clinton,0
Univision ignores Latino candidate Marco Rubio because he does t fit their narrative. They reply invested with Hillary rubio2016,Hillary Clinton,0
"Overheard at the Davenport open house Oh, I know you from Facebook! DigitalOrganizing",Hillary Clinton,0
"TODAYshow ChrisChristie is not qualified b / see he eats $ 82, 000 in snacks & b / see of D corruption of Bridgegate A BIG FAT BULLY!",Hillary Clinton,0
AutumnNAlston JonathanDKF _sarah_babb_ McCollumMike HillaryClinton HillaryforSC Inaugural tweet from our new account! Go,Hillary Clinton,0
"hughhewitt like I tweeted you way back when, ACA software can be fixed, but GOP strategic mistake of repeal can t be fixed",Hillary Clinton,0
msnbc Lawrence JoeBiden SenSanders we love Joe and Bernie but they ARE too OLD they would end up a OneTerm President,Hillary Clinton,0
HER NAME IS RIO AND SHE DANCES IN THE SANAAAAAND !!! WHOOOO !! tcOT,Hillary Clinton,0
RobBently JonahNRO BernieSanders Hillary campaign will shortly announce that Sanders was born in Canada. Yeah that is it.,Hillary Clinton,0
"Bill Clinton Decided against taking out Bin Laden. And we Got September 11, 2001.",Hillary Clinton,0
politico YAWNzzzzzzzzzzzzzz could keep the z is going for the full amt of Tweet characters but you get the point.,Hillary Clinton,0
"The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS. THINK ABOUT THAT.",Hillary Clinton,0
Kind of scares me that there are still thousands of emails that have not been released from Hillary is private emails.,Hillary Clinton,0
"TheDonald can t keep a beauty pageant afloat and wants to be the President? Aw, hell no.",Hillary Clinton,0
You know emailgate must be going nowhere when Fox News are hashing out the Bosnia sniper fire story again.,Hillary Clinton,0
BIG BOOTY BITCHES BIG BIG BOOTY BITCHES,Hillary Clinton,0
"maddow I love Bern, but it is not his time!",Hillary Clinton,0
It is what is best for business and presidential seat for HillaryClinton,Hillary Clinton,0
It is great that JebBush supports GMO crops. It is like the IT skepticism all over again. Science versus belief. JebBush,Hillary Clinton,0
"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet?",Hillary Clinton,0
If you need me I will be screaming like a little baby from now until about ten minutes after HillaryClinton arrives in PTown.,Hillary Clinton,0
The biggest dumps of bad info is before a holiday weekend. What comes out of WH and state dept today? HillaryEmails LiarLiar,Hillary Clinton,0
Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson.,Hillary Clinton,0
Those aren t pantsuits. They are camouflage outfits carefully tailored to minimize silhouette. Think stealthsuits. Very high tech.,Hillary Clinton,0
Just ordered my Chillary Clinton Koozies. got to support the team.,Hillary Clinton,0
We can t expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long Bernie2016,Hillary Clinton,0
realDonaldTrump not good when only AnnCoulter defends you. Your big mouth & giant ego are your downfall stupidisasstupiddoes,Hillary Clinton,0
"Hillary must have been at the Navy Yard, under sniper fire!",Hillary Clinton,0
JW4Hillary MrDane1982 I choose it takes a village!,Hillary Clinton,0
"mizerello meetthepress at least he didn t lose an embassy, cover up a murder, or burn govt emails.",Hillary Clinton,0
HILLARY has been lying for so long that her first fib was in morse code HillNo2016,Hillary Clinton,0
EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.,Hillary Clinton,2
INeedMeninist because HillaryClinton is running for president ... do I need to say more?,Hillary Clinton,0
Cruz Perry 2016 tedcruz GovernorPerry It is the only win win choice,Hillary Clinton,0
CPC thinks they can run antisocial personal attack advertising on socialmedia! laughing out loud! cdnpoli StopHarper FeelTheBern fnpoli,Hillary Clinton,1
CBSThisMorning Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump Trump,Hillary Clinton,1
Was asked by HillaryClinton to help with her campaign. Gladly excitedly accepted!,Hillary Clinton,2
"HillaryforIA come on, Iowa! For better USA and the ROW",Hillary Clinton,2
"Pundits say Jim Webb facing uphill battle with Hillary. Really, it is with Bernie for the anti Hillary vote. JimWebb",Hillary Clinton,0
Exciting to hear more about our Fellows all across the country on tonight is call. Special shout out to the FellowsIA.,Hillary Clinton,1
AnitaFinlay politico Hillary is doing the right thing staying focus on her campaign.,Hillary Clinton,2
chicagotribune ayyylmao do Democrats & other liberals realize no one wants HillaryClinton which is Obamanation 2. 0?,Hillary Clinton,0
"betheljd Thanks for the follow David, may God bless you and your family. freeallfour",Hillary Clinton,1
Network_Citizen ProudInfidel33 YoungBLKRepub HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud,Hillary Clinton,0
